ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
DFEG,small_airport,Gorom-Gorom Airport,935,AF,BF,BF-OUD,Gorom-Gorom,DFEG,XGG,,"-0.2329999953508377, 14.449999809265137"
DFEK,small_airport,Koupela Airport,902,AF,BF,BF-KOT,Koupela,DFEK,,,"-0.30000001192092896, 12.166999816894531"
DFEL,small_airport,Kantchari Airport,879,AF,BF,BF-TAP,Kantchari,DFEL,XKA,,"1.5, 12.467000007629395"
DFEM,small_airport,Tambao Airport,820,AF,BF,BF-OUD,Tambao,DFEM,TMQ,,"0.05000000074505806, 14.800000190734863"
DFEO,small_airport,Zorgo Airport,978,AF,BF,BF-GAN,Zorgo,DFEO,,,"-0.6169999837875366, 12.25"
DFEP,small_airport,Pama Airport,699,AF,BF,BF-KMP,Pama,DFEP,XPA,,"0.699999988079071, 11.25"
DFER,small_airport,Arly Airport,761,AF,BF,BF-TAP,Arly,DFER,ARL,,"1.4830000400543213, 11.597000122070312"
DFES,small_airport,Sebba Airport,886,AF,BF,BF-SEN,Sebba,DFES,XSE,,"0.5170000195503235, 13.449999809265137"
DFET,small_airport,Tenkodogo Airport,1017,AF,BF,BF-BLG,Tenkodogo,DFET,TEG,,"-0.367000013589859, 11.800000190734863"
DFEY,small_airport,Ouargaye Airport,951,AF,BF,BF-KOP,Ouargaye,DFEY,,,"0.05000000074505806, 11.517000198364258"
DFEZ,small_airport,ZabrÃ© Airport,886,AF,BF,BF-BLG,ZabrÃ©,DFEZ,XZA,,"-0.6169999837875366, 11.166999816894531"
DFFD,large_airport,Ouagadougou Airport,1037,AF,BF,BF-KAD,Ouagadougou,DFFD,OUA,,"-1.51242, 12.3532"
DFOA,small_airport,Dano Airport,935,AF,BF,BF-IOB,Dano,DFOA,,,"-3.066999912261963, 11.133000373840332"
DFOB,small_airport,Banfora Airport,984,AF,BF,BF-COM,Banfora,DFOB,BNR,,"-4.7170000076293945, 10.682999610900879"
DFOD,small_airport,Dedougou Airport,984,AF,BF,BF-MOU,Dedougou,DFOD,DGU,,"-3.490000009536743, 12.458999633789062"
DFOF,small_airport,Safane Airport,1017,AF,BF,BF-MOU,Safane,DFOF,,,"-3.183000087738037, 12.149999618530273"
DFOG,small_airport,Gaoua Airport,1099,AF,BF,BF-PON,Gaoua,DFOG,XGA,,"-3.163454, 10.384059"
DFOH,small_airport,Hounde Airport,1063,AF,BF,BF-TUI,Hounde,DFOH,,,"-3.5169999599456787, 11.482999801635742"
DFOL,small_airport,Loumana Airport,1148,AF,BF,BF-COM,Loumana,DFOL,,,"-5.349999904632568, 10.567000389099121"
DFON,small_airport,Nouna Airport,886,AF,BF,BF-KOS,Nouna,DFON,XNU,,"-3.867000103, 12.75"
DFOO,medium_airport,Bobo Dioulasso Airport,1511,AF,BF,BF-HOU,Bobo Dioulasso,DFOO,BOY,,"-4.33096981048584, 11.160099983215332"
DFOR,small_airport,Orodara Airport,1706,AF,BF,BF-KEN,Orodara,DFOR,,,"-4.933000087738037, 10.982999801635742"
DFOS,small_airport,Sideradougou Airport,1047,AF,BF,BF-COM,Sideradougou,DFOS,,,"-4.267000198364258, 10.666999816894531"
DFOT,small_airport,Tougan Airport,984,AF,BF,BF-SOR,Tougan,DFOT,TUQ,,"-3.066999912261963, 13.067000389099121"
DFOU,small_airport,Diebougou Airport,984,AF,BF,BF-BGR,Diebougou,DFOU,XDE,,"-3.25, 10.949999809265137"
DFOY,small_airport,Aribinda Airport,1122,AF,BF,BF-SOM,Aribinda,DFOY,XAR,,"-0.883000016212, 14.217000007600001"
DGAA,large_airport,Kotoka International Airport,205,AF,GH,GH-AA,Accra,DGAA,ACC,,"-0.16678600013256073, 5.605189800262451"
DGLE,medium_airport,Tamale Airport,553,AF,GH,GH-NP,Tamale,DGLE,TML,,"-0.8632140159606934, 9.55718994140625"
DGLN,small_airport,Navrongo Airport,2221,AF,GH,GH-UE,Navrongo,DGLN,,,"-1.100000023841858, 10.899999618530273"
DGLW,small_airport,Wa Airport,1060,AF,GH,GH-UW,Wa,DGLW,,,"-2.507689952850342, 10.0826997756958"
DGLY,small_airport,Yendi Airport,2408,AF,GH,GH-NP,Yendi,DGLY,,,"-0.004722000099718571, 9.425000190734863"
DGSI,medium_airport,Kumasi Airport,942,AF,GH,GH-AH,Kumasi,DGSI,KMS,,"-1.5908199548721313, 6.714560031890869"
DGSN,medium_airport,Sunyani Airport,1014,AF,GH,GH-BA,Sunyani,DGSN,NYI,,"-2.3287599086761475, 7.361830234527588"
DGTK,medium_airport,Takoradi Airport,21,AF,GH,GH-WP,Sekondi-Takoradi,DGTK,TKD,,"-1.7747600078582764, 4.896059989929199"
DHG,small_airport,Dalnegorsk Airport,833,EU,RU,RU-PRI,Dalnegorsk,,DHG,,"135.490005, 44.558748"
DIAO,small_airport,Aboisso Airport,95,AF,CI,CI-13,Aboisso,DIAO,ABO,,"-3.234722, 5.461944"
DIAP,medium_airport,Port Bouet Airport,21,AF,CI,CI-01,Abidjan,DIAP,ABJ,,"-3.9262900352478027, 5.261390209197998"
DIAU,small_airport,Abengourou Airport,676,AF,CI,CI-05,Abengourou,DIAU,OGO,,"-3.4702799320220947, 6.715559959411621"
DIBC,small_airport,Bocanda Airport,427,AF,CI,CI-11,Bocanda,DIBC,,,"-4.5329999923706055, 7.0329999923706055"
DIBI,small_airport,Boundiali Airport,1286,AF,CI,CI-03,Boundiali,DIBI,BXI,,"-6.4670000076293945, 9.532999992370605"
DIBK,medium_airport,BouakÃ© Airport,1230,AF,CI,CI-04,,DIBK,BYK,,"-5.073669910430908, 7.738800048828125"
DIBN,small_airport,Bouna Airport,1148,AF,CI,CI-08,Bouna,DIBN,BQO,,"-3.025279998779297, 9.27750015258789"
DIBU,small_airport,Soko Airport,1247,AF,CI,CI-08,Bondoukou,DIBU,BDK,,"-2.7619400024414062, 8.017219543457031"
DIDB,small_airport,Dabou Airport,141,AF,CI,CI-01,Dabou,DIDB,,,"-4.4034576416015625, 5.351385116577148"
DIDK,small_airport,Dimbokro Airport,344,AF,CI,CI-11,Dimbokro,DIDK,DIM,,"-4.640560150146484, 6.651669979095459"
DIDL,medium_airport,Daloa Airport,823,AF,CI,CI-02,,DIDL,DJO,,"-6.473189830780029, 6.792809963226318"
DIFK,small_airport,Ferkessedougou Airport,1102,AF,CI,CI-03,Ferkessedougou,DIFK,FEK,,"-5.1833333, 9.6"
DIGA,small_airport,Gagnoa Airport,732,AF,CI,CI-02,Gagnoa,DIGA,GGN,,"-5.949999809265137, 6.132999897003174"
DIGL,small_airport,Guiglo Airport,722,AF,CI,CI-19,Guiglo,DIGL,GGO,,"-7.526847, 6.534711"
DIGN,small_airport,Nero-Mer Airport,20,AF,CI,CI-09,Grand-BÃ©rÃ©by,DIGN,BBV,,"-6.923961639400001, 4.64341306686"
DIKO,medium_airport,Korhogo Airport,1214,AF,CI,CI-03,Korhogo,DIKO,HGO,,"-5.55666017532, 9.38718032837"
DIMN,medium_airport,Man Airport,1089,AF,CI,CI-06,,DIMN,MJC,,"-7.58735990524292, 7.272069931030273"
DIOD,small_airport,Odienne Airport,1365,AF,CI,CI-10,Odienne,DIOD,KEO,,"-7.566999912261963, 9.5"
DIOF,small_airport,Ouango Fitini Airport,974,AF,CI,CI-08,Ouango Fitini,DIOF,OFI,,"-4.050000190734863, 9.600000381469727"
DISG,small_airport,Seguela Airport,1056,AF,CI,CI-14,Seguela,DISG,SEO,,"-6.710830211639404, 7.968329906463623"
DISP,medium_airport,San Pedro Airport,26,AF,CI,CI-09,,DISP,SPY,,"-6.660820007324219, 4.746719837188721"
DISS,small_airport,Sassandra Airport,203,AF,CI,CI-09,Sassandra,DISS,ZSS,,"-6.132780075073242, 4.928329944610596"
DITB,small_airport,Tabou Airport,39,AF,CI,CI-09,Tabou,DITB,TXU,,"-7.362728118896484, 4.437809467315674"
DITN,small_airport,Mahana Airport,1583,AF,CI,CI-17,Touba,DITM,TOZ,,"-7.674, 8.2934"
DIYO,medium_airport,Yamoussoukro Airport,699,AF,CI,CI-07,Yamoussoukro,DIYO,ASK,,"-5.36558008194, 6.9031701088"
DLR,small_airport,Dalnerechensk Airport,272,EU,RU,RU-PRI,Dalnerechensk,UHHD,DLR,,"133.7363, 45.8783"
DN50,small_airport,Shiroro Airport,1305,AF,NG,NG-NI,,DN50,,DN50,"6.818630218505859, 9.884650230407715"
DN51,small_airport,Ajaokuta Airport,620,AF,NG,NG-KO,,DN51,,DN51,"6.461130142211914, 7.457240104675293"
DN53,small_airport,Kaduna Old Airport,2126,AF,NG,NG-KD,,DN53,,DN53,"7.448709964752197, 10.598899841308594"
DN54,small_airport,Bajoga Northeast Airport,1000,AF,NG,NG-GO,Bajoga,DN54,,DN54,"11.501199722290039, 10.919899940490723"
DN55,small_airport,Eket Airport,47,AF,NG,NG-AK,,DNEK,,,"7.94904, 4.642182"
DN56,small_airport,Escravos Airport,10,AF,NG,NG-DE,,DNES,,,"5.188485, 5.61673"
DN57,small_airport,Katsina Airport,1660,AF,NG,NG-KT,Katsina,,DKA,,"7.660449981689999, 13.007800102200001"
DNAA,large_airport,Nnamdi Azikiwe International Airport,1123,AF,NG,NG-FC,Abuja,DNAA,ABV,,"7.263169765472412, 9.006790161132812"
DNAI,large_airport,Akwa Ibom International Airport,170,AF,NG,NG-AK,Uyo,DNAI,QUO,,"8.093, 4.8725"
DNAK,medium_airport,Akure Airport,1100,AF,NG,NG-ON,Akure,DNAK,AKR,,"5.3010101318359375, 7.246739864349365"
DNAS,medium_airport,Asaba International Airport,305,AF,NG,NG-DE,Asaba,DNAS,ABB,,"6.665278, 6.204167"
DNBB,small_airport,Bebi Airport,919,AF,NG,NG-CR,Bayaluga,DNBB,,,"9.319001, 6.6215"
DNBC,medium_airport,Sir Abubakar Tafawa Balewa International Airport,1965,AF,NG,NG-BA,Bauchi,DNBC,BCU,,"9.744, 10.482833"
DNBE,medium_airport,Benin Airport,258,AF,NG,NG-ED,Benin,DNBE,BNI,,"5.5995001792907715, 6.316979885101318"
DNBI,small_airport,Bida Airport,450,AF,NG,NG-NI,Bida,DNBI,,,"6.017000198364258, 9.100000381469727"
DNCA,medium_airport,Margaret Ekpo International Airport,210,AF,NG,NG-CR,Calabar,DNCA,CBQ,,"8.347200393676758, 4.976019859313965"
DNDS,small_airport,Dutse International Airport,1365,AF,NG,NG-JI,Dutse,DNDS,,,"9.311667, 11.795168"
DNEN,medium_airport,Akanu Ibiam International Airport,466,AF,NG,NG-EN,Enegu,DNEN,ENU,,"7.561960220336914, 6.474269866943359"
DNFB,small_airport,Finima Bonny Airport,,AF,NG,NG-RI,Finima,DNFB,,,"7.176096, 4.406626"
DNFD,small_airport,Forcados Terminal Airport,11,AF,NG,NG-DE,Forcados,DNFD,,,"5.349002, 5.355"
DNGU,medium_airport,Gusau Airport,1520,AF,NG,NG-ZA,Gusau,DNGU,,,"6.69611, 12.1717"
DNIB,medium_airport,Ibadan Airport,725,AF,NG,NG-OY,Ibadan,DNIB,IBA,,"3.97832989692688, 7.362460136413574"
DNIL,medium_airport,Ilorin International Airport,1126,AF,NG,NG-KW,Ilorin,DNIL,ILR,,"4.493919849395752, 8.440210342407227"
DNIM,medium_airport,Sam Mbakwe International Airport,373,AF,NG,NG-IM,Owerri,DNIM,QOW,,"7.206029891967773, 5.427060127258301"
DNJA,small_airport,Jalingo Airport,685,AF,NG,NG-TA,Jalingo,DNJA,,,"11.27946, 8.900587"
DNJO,medium_airport,Yakubu Gowon Airport,4232,AF,NG,NG-PL,Jos,DNJO,JOS,,"8.869050025939941, 9.639829635620117"
DNKA,medium_airport,Kaduna Airport,2073,AF,NG,NG-KD,Kaduna,DNKA,KAD,,"7.320109844207764, 10.696000099182129"
DNKN,large_airport,Mallam Aminu International Airport,1562,AF,NG,NG-KN,Kano,DNKN,KAN,,"8.52462, 12.0476"
DNMA,medium_airport,Maiduguri International Airport,1099,AF,NG,NG-BO,Maiduguri,DNMA,MIU,,"13.080900192260742, 11.855299949645996"
DNMK,medium_airport,Makurdi Airport,371,AF,NG,NG-BE,Makurdi,DNMK,MDI,,"8.61394, 7.70388"
DNMM,large_airport,Murtala Muhammed International Airport,135,AF,NG,NG-LA,Lagos,DNMM,LOS,,"3.321160078048706, 6.5773701667785645"
DNMN,medium_airport,Minna Airport,834,AF,NG,NG-NI,Minna,DNMN,MXJ,,"6.462259769439697, 9.652170181274414"
DNOS,small_airport,Oshogbo Airport,997,AF,NG,NG-OS,Oshogbo,DNOS,,,"4.482999801635742, 7.7829999923706055"
DNPO,medium_airport,Port Harcourt International Airport,87,AF,NG,NG-RI,Port Harcourt,DNPO,PHC,,"6.94959020614624, 5.0154900550842285"
DNSO,medium_airport,Sadiq Abubakar III International Airport,1010,AF,NG,NG-SO,Sokoto,DNSO,SKO,,"5.207190036773682, 12.916299819946289"
DNYO,medium_airport,Yola Airport,599,AF,NG,NG-AD,Yola,DNYO,YOL,,"12.430399894714355, 9.257550239562988"
DNZA,medium_airport,Zaria Airport,2170,AF,NG,NG-KD,Zaria,DNZA,ZAR,,"7.68581, 11.1302"
DOO,small_airport,Dorobisoro Airport,1767,OC,PG,PG-CPM,Dorobisoro,AYDR,DOO,DOR,"147.920907, -9.461855"
DPT,small_airport,Deputatskiy Airport,950,EU,RU,RU-SA,Deputatskiy,UEBD,DPT,,"139.890012, 69.392503"
DQA,small_airport,Saertu Airport,496,AS,CN,CN-23,Daqing Shi,ZYDQ,DQA,,"125.140555556, 46.7463888889"
DRRA,small_airport,Tessaoua Airport,1358,AF,NE,NE-4,Tessaoua,DRRA,,,"8.020568, 13.756968"
DRRB,small_airport,Birni-N'Konni Airport,846,AF,NE,NE-5,Birni-N'Konni,DRRB,,,"5.2423601150512695, 13.80150032043457"
DRRC,small_airport,Dogondoutchi Airport,961,AF,NE,NE-3,Dogondoutchi,DRRC,,,"4.099999904632568, 13.666999816894531"
DRRD,small_airport,Dosso Airport,738,AF,NE,NE-3,Dosso,DRRD,,,"3.2209682464600005, 13.0481247896"
DRRE,small_airport,Tera Airport,850,AF,NE,NE-6,Tera,DRRE,,,"0.7329999804496765, 13.949999809265137"
DRRG,small_airport,Gaya Airport,662,AF,NE,NE-3,Gaya,DRRG,,,"3.433000087738037, 11.883000373840332"
DRRI,small_airport,Bilma Airport,1715,AF,NE,NE-1,Bilma,DRRI,,,"12.91919994354248, 18.68670082092285"
DRRL,small_airport,Tillabery Airport,692,AF,NE,NE-6,Tillabery,DRRL,,,"1.4670000076293945, 14.199999809265137"
DRRM,medium_airport,Maradi Airport,1240,AF,NE,NE-4,Maradi,DRRM,MFQ,,"7.1267499923706055, 13.5024995803833"
DRRN,large_airport,Diori Hamani International Airport,732,AF,NE,NE-8,Niamey,DRRN,NIM,,"2.18361, 13.4815"
DRRP,small_airport,La Tapoa Airport,722,AF,NE,NE-6,La Tapoa,DRRP,,,"2.4000000953674316, 12.482999801635742"
DRRT,medium_airport,Tahoua Airport,1266,AF,NE,NE-5,Tahoua,DRRT,THZ,,"5.265359878540039, 14.875699996948242"
DRRU,small_airport,Ouallam Airport,892,AF,NE,NE-6,Ouallam,DRRU,,,"2.0829999446868896, 14.333000183105469"
DRZA,medium_airport,Mano Dayak International Airport,1657,AF,NE,NE-1,Agadez,DRZA,AJY,,"8.000109672546387, 16.965999603271484"
DRZD,small_airport,Dirkou Airport,1273,AF,NE,NE-1,,DRZD,,,"12.86870002746582, 18.968700408935547"
DRZF,small_airport,Diffa Airport,994,AF,NE,NE-2,Diffa,DRZF,,,"12.626700401306152, 13.372900009155273"
DRZG,small_airport,Goure Airport,1499,AF,NE,NE-7,Goure,DRZG,,,"10.274900436401367, 13.983599662780762"
DRZI,small_airport,Iferouane Airport,2162,AF,NE,NE-1,Iferouane,DRZI,,,"8.41496, 19.066198"
DRZL,small_airport,Arlit Airport,1443,AF,NE,NE-1,Arlit,DRZL,RLT,,"7.36595010757, 18.7903995514"
DRZM,small_airport,Maine-Soroa Airport,944,AF,NE,NE-2,Maine-Soroa,DRZM,,,"12.032299995422363, 13.205499649047852"
DRZN,small_airport,N'Guigmi Airport,977,AF,NE,NE-2,N'Guigmi,DRZN,,,"13.128999710083008, 14.25100040435791"
DRZR,medium_airport,Zinder Airport,1516,AF,NE,NE-7,Zinder,DRZR,ZND,,"8.983759880065918, 13.779000282287598"
DRZT,small_airport,Tanout Airport,1751,AF,NE,NE-7,Tanout,DRZT,,,"8.891670227050781, 14.97029972076416"
DSG,small_airport,Dilasag Airport,60,AS,PH,PH-AUR,Dilasag,,DSG,,"122.206805556, 16.445833333299998"
DT70,small_airport,Medenine Airport,427,AF,TN,TN-82,Medenine,DT70,,DT70,"10.444000244140625, 33.35020065307617"
DTG,small_airport,Dwight Airport,632,NA,US,US-IL,Dwight,KDTG,,DTG,"-88.4408035278, 41.1333007812"
DTKA,medium_airport,Tabarka 7 Novembre Airport,230,AF,TN,TN-32,Tabarka,DTKA,TBJ,,"8.87693977355957, 36.97999954223633"
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,9,AF,TN,TN-52,Monastir,DTMB,MIR,,"10.75469970703125, 35.75809860229492"
DTTA,large_airport,Tunis Carthage International Airport,22,AF,TN,TN-11,Tunis,DTTA,TUN,,"10.22719955444336, 36.85100173950195"
DTTF,medium_airport,Gafsa Ksar International Airport,1060,AF,TN,TN-71,Gafsa,DTTF,GAF,,"8.822500228881836, 34.422000885009766"
DTTG,medium_airport,GabÃ¨s Matmata International Airport,26,AF,TN,TN-81,GabÃ¨s,DTTG,GAE,,"10.103300094604492, 33.87689971923828"
DTTI,small_airport,Borj El Amri Airport,110,AF,TN,TN-13,Borj El Amri,DTTI,,,"9.94314956665039, 36.72129821777344"
DTTJ,medium_airport,Djerba Zarzis International Airport,19,AF,TN,TN-82,Djerba,DTTJ,DJE,,"10.775500297546387, 33.875"
DTTR,medium_airport,El Borma Airport,827,AF,TN,TN-83,El Borma,DTTR,EBM,,"9.254619598388672, 31.704299926757812"
DTTX,medium_airport,Sfax Thyna International Airport,85,AF,TN,TN-61,Sfax,DTTX,SFA,,"10.690999984741211, 34.71799850463867"
DTTZ,medium_airport,Tozeur Nefta International Airport,287,AF,TN,TN-72,Tozeur,DTTZ,TOE,,"8.110560417175293, 33.939701080322266"
DVD,small_airport,Andavadoaka Airport,30,AF,MG,MG-U,Andavadoaka,,DVD,,"43.259573, -22.06608"
DWR,small_airport,Dywer Airbase,2380,AS,AF,AF-HEL,Camp Dwyer,,DWR,,"64, 31"
DXAK,small_airport,Akpaka Airport,689,AF,TG,TG-P,AtakpamÃ©,DXAK,,,"1.1169999837875366, 7.583000183105469"
DXDP,small_airport,Djangou Airport,886,AF,TG,TG-S,Dapaong,DXDP,,,"0.242, 10.8"
DXKP,small_airport,Kolokope Airport,591,AF,TG,TG-P,AniÃ©,DXKP,,,"1.2829999923706055, 7.800000190734863"
DXMG,small_airport,SansannÃ©-Mango Airport,460,AF,TG,TG-S,Mango,DXMG,,,"0.47138214111328125, 10.373010635375977"
DXNG,medium_airport,Niamtougou International Airport,1515,AF,TG,TG-K,Niamtougou,DXNG,LRL,,"1.091249942779541, 9.767330169677734"
DXSK,small_airport,SokodÃ© Airport,1214,AF,TG,TG-C,SokodÃ©,DXSK,,,"1.153004, 8.994275"
DXXX,medium_airport,LomÃ©-Tokoin Airport,72,AF,TG,TG-M,LomÃ©,DXXX,LFW,,"1.2545100450515747, 6.165609836578369"
E07,small_airport,Tatum Airport,3986,NA,US,US-NM,Tatum,18T,,18T,"-103.277000427, 33.2611999512"
E27,small_airport,Elk Grove Airport,54,NA,US,US-CA,Elk Grove,E27,,E27,"-121.33100128173828, 38.392398834228516"
E32,small_airport,Lindrith Airpark,7202,NA,US,US-NM,Lindrith,E32,,E32,"-107.05599975585938, 36.29140090942383"
E36,small_airport,Georgetown Airport,2623,NA,US,US-CA,Georgetown,E36,,E36,"-120.86499786377, 38.921100616455"
E37,small_airport,Flying J Ranch Airport,3114,NA,US,US-AZ,Pima,KE37,,E37,"-109.87946, 32.846316"
E40,small_airport,Wilson's Airport,985,NA,US,US-NC,Hickory,E40,,E40,"-81.35790252685547, 35.652099609375"
E53,small_airport,Engler Field airport,700,NA,US,US-MI,Bad Axe,E53,,E53,"-82.986249, 43.783812"
E55,small_airport,Ocean Ridge Airport,940,NA,US,US-CA,Gualala,E55,,E55,"-123.5299987793, 38.801300048828"
E68,small_airport,Estrella Sailport Gliderport,1273,NA,US,US-AZ,Maricopa,E68,,E68,"-112.16100311279297, 33.08530044555664"
E70,small_airport,Huber Airpark Civic Club Llc Airport,556,NA,US,US-TX,Seguin,E70,,E70,"-97.9906005859375, 29.603300094604492"
E79,small_airport,Sierra Sky Park Airport,321,NA,US,US-CA,Fresno,E79,,E79,"-119.87000274658, 36.840198516846"
E81,small_airport,Superior Municipal Airport,2646,NA,US,US-AZ,Superior,E81,,E81,"-111.12699890136719, 33.277801513671875"
E85,small_airport,Denio Junction Airport,4202,NA,US,US-NV,Denio,E85,,E85,"-118.63099670410156, 41.9541015625"
E92,small_airport,Estancia Municipal Airport,6100,NA,US,US-NM,Estancia,E92,,E92,"-106.04100036621094, 34.76340103149414"
E94,small_airport,Glenwood Airport,5428,NA,US,US-NM,Glenwood,,,E94,"-108.866997, 33.352798"
EAL,small_airport,Elenak Airport,16,OC,MH,MH-KWA,Mejato Island,,EAL,,"166.847777778, 9.319305555560002"
EBAR,small_airport,Arlon-Sterpenich ULM,1138,EU,BE,BE-WLX,Arlon,EBAR,,,"5.88694, 49.6628"
EBAV,small_airport,Avernas-le-Bauduin ULM,394,EU,BE,BE-WLG,Hannut,EBAV,,,"5.06806, 50.706699"
EBAW,medium_airport,Antwerp International Airport (Deurne),39,EU,BE,BE-VAN,Antwerp,EBAW,ANR,,"4.46027994156, 51.1893997192"
EBBN,small_airport,BÃ¼llingen ULM,2067,EU,BE,BE-WLG,BÃ¼llingen,EBBN,,,"6.27639, 50.415001"
EBBR,large_airport,Brussels Airport,184,EU,BE,BE-BRU,Brussels,EBBR,BRU,,"4.48443984985, 50.901401519800004"
EBBY,small_airport,Baisy-Thy ULM,525,EU,BE,BE-WBR,Genappe,EBBY,,,"4.4347219467, 50.568611145"
EBBZ,small_airport,Buzet ULM,522,EU,BE,BE-WHT,Pont-A-Celles,EBBZ,,,"4.3811111, 50.541667"
EBCI,large_airport,Brussels South Charleroi Airport,614,EU,BE,BE-WHT,Brussels,EBCI,CRL,,"4.45382, 50.459202"
EBIS,small_airport,Ath/Isieres Ulmodrome,98,EU,BE,BE-WHT,Isieres,EBIS,,,"3.80444002151, 50.6641998291"
EBKT,medium_airport,Wevelgem Airport,64,EU,BE,BE-VWV,Wevelgem,EBKT,KJK,,"3.20472002029, 50.817199707"
EBLG,large_airport,LiÃ¨ge Airport,659,EU,BE,BE-WLG,LiÃ¨ge,EBLG,LGG,,"5.443220138549805, 50.63740158081055"
EBLN,small_airport,Liernu ULM,564,EU,BE,BE-WNA,EghezÃ©e,EBLN,,,"4.7925, 50.580601"
EBMG,small_airport,Matagne-la-Petite Ulmodrome,787,EU,BE,BE-WNA,Doische,EBMG,,,"4.63806, 50.104698"
EBML,small_airport,Maillen Ulmodrome,886,EU,BE,BE-WNA,Assesse,EBML,,,"4.92778015137, 50.3741989136"
EBNE,small_airport,Neerpelt ULM,148,EU,BE,BE-VLI,Neerpelt,EBNE,,,"5.478611, 51.211945"
EBO,small_airport,Ebon Airport,8,OC,MH,MH-EBO,Ebon Atoll,,EBO,,"168.752, 4.5982"
EBOR,small_airport,Orchimont Ulmodrome,1312,EU,BE,BE-WNA,Vresse-Sur-Semois,EBOR,,,"4.9363899231, 49.9071998596"
EBOS,medium_airport,Ostend-Bruges International Airport,13,EU,BE,BE-VWV,Ostend,EBOS,OST,,"2.8622200489, 51.198898315399994"
EBTY,small_airport,Tournai/Maubray Glider Field,161,EU,BE,BE-WHT,Tournai,EBTY,,,"3.497382, 50.531611"
EBZU,small_airport,Zuienkerke ULM,16,EU,BE,BE-VWV,Zuienkerke,EBZU,,,"3.14055991, 51.2566986"
EDAB,small_airport,Flugplatz Bautzen,568,EU,DE,DE-SN,Bautzen,EDAB,,,"14.519722, 51.193611"
EDAC,medium_airport,Altenburg-Nobitz Airport,640,EU,DE,DE-TH,Altenburg,EDAC,AOC,,"12.506389, 50.981945"
EDAG,small_airport,Flugplatz GroÃrÃ¼ckerswalde,2198,EU,DE,DE-SN,Marienberg,EDAG,,,"13.126389, 50.644169"
EDAH,medium_airport,Heringsdorf Airport,93,EU,DE,DE-MV,Heringsdorf,EDAH,HDF,,"14.152299881, 53.8787002563"
EDAI,small_airport,Sonderlandeplatz Segeletz,141,EU,DE,DE-BR,Neustadt,EDAI,,,"12.541944, 52.826668"
EDAK,small_airport,Flugplatz GroÃenhain,417,EU,DE,DE-SN,GroÃenhain,EDAK,,,"13.555556, 51.308056"
EDAM,small_airport,Flugplatz Merseburg,341,EU,DE,DE-ST,Merseburg,EDAM,,,"11.940833, 51.363056"
EDAN,small_airport,Flugplatz Neustadt-Glewe,115,EU,DE,DE-MV,Neustadt-Glewe,EDAN,,,"11.615278, 53.359722"
EDAO,small_airport,Flugplatz Nordhausen,689,EU,DE,DE-TH,Nordhausen,EDAO,,,"10.833333, 51.493057"
EDAP,small_airport,Flugplatz Neuhausen,279,EU,DE,DE-BR,Cottbus,EDAP,,,"14.423056, 51.684723"
EDAQ,small_airport,Flugplatz Halle-Oppin,348,EU,DE,DE-ST,Oppin,EDAQ,,,"12.053889, 51.552223"
EDAR,small_airport,Flugplatz Pirna-Pratzschwitz,400,EU,DE,DE-SN,Pirna,EDAR,,,"13.909722, 50.979168"
EDAS,small_airport,Flugplatz Finsterwalde/Heinrichsruh,384,EU,DE,DE-BR,Finsterwalde,EDAS,,,"13.675556, 51.634445"
EDAU,small_airport,Riesa-GÃ¶hlis Airport,322,EU,DE,DE-SN,Riesa,EDAU,IES,,"13.3561105728, 51.2936096191"
EDAV,small_airport,Flugplatz Eberswalde-Finow,121,EU,DE,DE-BR,Eberswalde,EDAV,,,"13.693611, 52.827221"
EDAX,small_airport,Rechlin-LÃ¤rz Airport,220,EU,DE,DE-MV,LÃ¤rz,EDAX,REB,,"12.7522220612, 53.306388855"
EDAY,small_airport,Strausberg Airport,262,EU,DE,DE-BR,Strausberg,EDAY,,,"13.916666984558105, 52.5805549621582"
EDAZ,small_airport,SchÃ¶nhagen Airport,152,EU,DE,DE-BR,Trebbin,EDAZ,,,"13.156389, 52.203609"
EDBA,small_airport,Flugplatz Arnstadt-Alkersleben,1145,EU,DE,DE-TH,WÃ¼lfershausen,EDBA,,,"11.069444, 50.841667"
EDBC,small_airport,Cochstedt Airport,594,EU,DE,DE-ST,Magdeburg,EDBC,CSO,,"11.42029953, 51.8563995361"
EDBG,small_airport,Flugplatz Burg,174,EU,DE,DE-ST,Burg,EDBG,,,"11.856111, 52.241669"
EDBH,small_airport,Barth Airport,23,EU,DE,DE-MV,,EDBH,BBH,,"12.710515, 54.338253"
EDBI,small_airport,Zwickau Airport,1050,EU,DE,DE-SN,Zwickau,EDBI,,,"12.453888893127441, 50.70166778564453"
EDBK,small_airport,Kyritz Airport,131,EU,DE,DE-BR,Kyritz,EDBK,,,"12.425277709960938, 52.918888092041016"
EDBM,medium_airport,"Magdeburg ""City"" Airport",259,EU,DE,DE-ST,Magdeburg,EDBM,ZMG,,"11.626389, 52.073612"
EDBN,medium_airport,Neubrandenburg Airport,228,EU,DE,DE-MV,Neubrandenburg,EDBN,FNB,,"13.306, 53.6022"
EDBO,small_airport,Oehna Airport,289,EU,DE,DE-BR,Zellendorf,EDBO,,,"13.05222225189209, 51.899723052978516"
